tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20,tg_21,tg_22,tg_23,tg_24,tg_25,tg_26,tg_27,tg_28,tg_29,tg_30,tg_31,tg_32,tg_33
9.88522e-04,7.04597e-04,4.88410e-04,3.36645e-04,2.54490e-04,2.03213e-04,1.55206e-04,1.13467e-04,8.62038e-05,6.74863e-05,4.82635e-05,3.27378e-05,2.32480e-05,1.71263e-05,1.14462e-05,7.25494e-06,4.93890e-06,3.55208e-06,2.39285e-06,1.51309e-06,1.04936e-06,7.70898e-07,5.30511e-07,3.43919e-07,2.38931e-07,1.74443e-07,1.14972e-07,7.25163e-08,4.89296e-08,3.46866e-08,2.21930e-08,1.34427e-08,8.79508e-09,6.08606e-09
8.65201e-04,6.27853e-04,4.45462e-04,3.14090e-04,2.40847e-04,1.94042e-04,1.49331e-04,1.09755e-04,8.36062e-05,6.55508e-05,4.69439e-05,3.18799e-05,2.26590e-05,1.67054e-05,1.11770e-05,7.09417e-06,4.83600e-06,3.48266e-06,2.35020e-06,1.48936e-06,1.03470e-06,7.61173e-07,5.24579e-07,3.40533e-07,2.36785e-07,1.72982e-07,1.14083e-07,7.19966e-08,4.85989e-08,3.44633e-08,2.20583e-08,1.33662e-08,8.74767e-09,6.05474e-09
1.00961e-03,7.17161e-04,4.95156e-04,3.40043e-04,2.56484e-04,2.04523e-04,1.56024e-04,1.13973e-04,8.65520e-05,6.77428e-05,4.84360e-05,3.28485e-05,2.33231e-05,1.71794e-05,1.14798e-05,7.27475e-06,4.95146e-06,3.56050e-06,2.39800e-06,1.51593e-06,1.05111e-06,7.72062e-07,5.31220e-07,3.44324e-07,2.39187e-07,1.74617e-07,1.15079e-07,7.25783e-08,4.89691e-08,3.47133e-08,2.22090e-08,1.34517e-08,8.80072e-09,6.08978e-09
1.06071e-03,7.32584e-04,4.85275e-04,3.19351e-04,2.34799e-04,1.84395e-04,1.38711e-04,9.99516e-05,7.50674e-05,5.82124e-05,4.11498e-05,2.76071e-05,1.94643e-05,1.42785e-05,9.52253e-06,6.05083e-06,4.14509e-06,3.00591e-06,2.05136e-06,1.32047e-06,9.29421e-07,6.90892e-07,4.81436e-07,3.15724e-07,2.20971e-07,1.62154e-07,1.07448e-07,6.80917e-08,4.61007e-08,3.27683e-08,2.10313e-08,1.27801e-08,8.38296e-09,5.81325e-09
1.10681e-03,8.11255e-04,5.74496e-04,3.94495e-04,2.89386e-04,2.21202e-04,1.57308e-04,1.04427e-04,7.28621e-05,5.31450e-05,3.49018e-05,2.18560e-05,1.47122e-05,1.04705e-05,6.81430e-06,4.29489e-06,2.96390e-06,2.18131e-06,1.52677e-06,1.01730e-06,7.35939e-07,5.58627e-07,3.97639e-07,2.65757e-07,1.88247e-07,1.39293e-07,9.31280e-08,5.95002e-08,4.05294e-08,2.89498e-08,1.86915e-08,1.14305e-08,7.53679e-09,5.24969e-09
1.00954e-03,7.16941e-04,4.94508e-04,3.38534e-04,2.54181e-04,2.01744e-04,1.53132e-04,1.11589e-04,8.48944e-05,6.67280e-05,4.81185e-05,3.30217e-05,2.37046e-05,1.76293e-05,1.19212e-05,7.64315e-06,5.24337e-06,3.78953e-06,2.56173e-06,1.62128e-06,1.12282e-06,8.23108e-07,5.64644e-07,3.64700e-07,2.52676e-07,1.84101e-07,1.21058e-07,7.61884e-08,5.13210e-08,3.63309e-08,2.32039e-08,1.40272e-08,9.16207e-09,6.33059e-09
1.00961e-03,7.17164e-04,4.95170e-04,3.40095e-04,2.56598e-04,2.04699e-04,1.56265e-04,1.14234e-04,8.67811e-05,6.79222e-05,4.85420e-05,3.28859e-05,2.33208e-05,1.71561e-05,1.14437e-05,7.23696e-06,4.91770e-06,3.53184e-06,2.37583e-06,1.50054e-06,1.04006e-06,7.63864e-07,5.25613e-07,3.40759e-07,2.36758e-07,1.72874e-07,1.13955e-07,7.18871e-08,4.85128e-08,3.43964e-08,2.20122e-08,1.33368e-08,8.72807e-09,6.04113e-09
1.00961e-03,7.17162e-04,4.95161e-04,3.40070e-04,2.56566e-04,2.04685e-04,1.56313e-04,1.14391e-04,8.70135e-05,6.81846e-05,4.87922e-05,3.30777e-05,2.34507e-05,1.72355e-05,1.14711e-05,7.22722e-06,4.89161e-06,3.49978e-06,2.34317e-06,1.47220e-06,1.01673e-06,7.44838e-07,5.11302e-07,3.30838e-07,2.29613e-07,1.67546e-07,1.10382e-07,6.96142e-08,4.69793e-08,3.33146e-08,2.13288e-08,1.29320e-08,8.46975e-09,5.86694e-09
1.00961e-03,7.17161e-04,4.95156e-04,3.40043e-04,2.56486e-04,2.04532e-04,1.56063e-04,1.14104e-04,8.68264e-05,6.81748e-05,4.90763e-05,3.36482e-05,2.41620e-05,1.79791e-05,1.21519e-05,7.75043e-06,5.25667e-06,3.73439e-06,2.44402e-06,1.46148e-06,9.52621e-07,6.57626e-07,4.16598e-07,2.45057e-07,1.57859e-07,1.08799e-07,6.73509e-08,4.03699e-08,2.64518e-08,1.84463e-08,1.16860e-08,7.08730e-09,4.67930e-09,3.27861e-09
1.00961e-03,7.17161e-04,4.95156e-04,3.40043e-04,2.56484e-04,2.04523e-04,1.56024e-04,1.13973e-04,8.65520e-05,6.77428e-05,4.84360e-05,3.28485e-05,2.33231e-05,1.71796e-05,1.14804e-05,7.27672e-06,4.95539e-06,3.56658e-06,2.40674e-06,1.52689e-06,1.06249e-06,7.82725e-07,5.39974e-07,3.50173e-07,2.42676e-07,1.76421e-07,1.15276e-07,7.17642e-08,4.77635e-08,3.34003e-08,2.09508e-08,1.23813e-08,7.92019e-09,5.36870e-09
1.48896e-03,1.10516e-03,7.56803e-04,4.79285e-04,3.23316e-04,2.29652e-04,1.50074e-04,9.17935e-05,6.07731e-05,4.29317e-05,2.74830e-05,1.70061e-05,1.14192e-05,8.12087e-06,5.26093e-06,3.25975e-06,2.18612e-06,1.55079e-06,1.02243e-06,6.23230e-07,4.15268e-07,2.93013e-07,1.91033e-07,1.16198e-07,7.68291e-08,5.40258e-08,3.41946e-08,2.08825e-08,1.38409e-08,9.72174e-09,6.19531e-09,3.76889e-09,2.48941e-09,1.74282e-09
1.14633e-03,8.49108e-04,5.87197e-04,3.78902e-04,2.60126e-04,1.87492e-04,1.24581e-04,7.74854e-05,5.19220e-05,3.70093e-05,2.39370e-05,1.49621e-05,1.01264e-05,7.24856e-06,4.73362e-06,2.95798e-06,1.99716e-06,1.42462e-06,9.45239e-07,5.80248e-07,3.88708e-07,2.75462e-07,1.80480e-07,1.10359e-07,7.32635e-08,5.16836e-08,3.28378e-08,2.01296e-08,1.33802e-08,9.41975e-09,6.01903e-09,3.67152e-09,2.43006e-09,1.70405e-09
1.32088e-03,9.73461e-04,6.69579e-04,4.29815e-04,2.93833e-04,2.10973e-04,1.39445e-04,8.61353e-05,5.73522e-05,4.06493e-05,2.60970e-05,1.61845e-05,1.08857e-05,7.75317e-06,5.03340e-06,3.12688e-06,2.10184e-06,1.49404e-06,9.87437e-07,6.03613e-07,4.03099e-07,2.84951e-07,1.86175e-07,1.13506e-07,7.51834e-08,5.29442e-08,3.35678e-08,2.05347e-08,1.36281e-08,9.58227e-09,6.11392e-09,3.72395e-09,2.46203e-09,1.72494e-09
1.50910e-03,1.12261e-03,7.70988e-04,4.89707e-04,3.30942e-04,2.35294e-04,1.53824e-04,9.40400e-05,6.21939e-05,4.38813e-05,2.80397e-05,1.73152e-05,1.16079e-05,8.24434e-06,5.33298e-06,3.29964e-06,2.21053e-06,1.56683e-06,1.03208e-06,6.28518e-07,4.18500e-07,2.95132e-07,1.92297e-07,1.16891e-07,7.72504e-08,5.43014e-08,3.43535e-08,2.09703e-08,1.38944e-08,9.75676e-09,6.21569e-09,3.78012e-09,2.49624e-09,1.74728e-09
1.41994e-03,1.07169e-03,7.60713e-04,5.08267e-04,3.59188e-04,2.64619e-04,1.79504e-04,1.13129e-04,7.59425e-05,5.38748e-05,3.43877e-05,2.10517e-05,1.39604e-05,9.81031e-06,6.25742e-06,3.81381e-06,2.52520e-06,1.77314e-06,1.15585e-06,6.96042e-07,4.59628e-07,3.22010e-07,2.08265e-07,1.25618e-07,8.25316e-08,5.77462e-08,3.63327e-08,2.20599e-08,1.45572e-08,1.01891e-08,6.46671e-09,3.91801e-09,2.57995e-09,1.80180e-09
1.41957e-03,1.07871e-03,7.71114e-04,5.17659e-04,3.66294e-04,2.69776e-04,1.82756e-04,1.14939e-04,7.70244e-05,5.45730e-05,3.47887e-05,2.12768e-05,1.41022e-05,9.90669e-06,6.31677e-06,3.84863e-06,2.54744e-06,1.78822e-06,1.16521e-06,7.01319e-07,4.62912e-07,3.24188e-07,2.09578e-07,1.26345e-07,8.29750e-08,5.80370e-08,3.65007e-08,2.21529e-08,1.46138e-08,1.02262e-08,6.48824e-09,3.92985e-09,2.58714e-09,1.80648e-09
1.46139e-03,1.08390e-03,7.47733e-04,4.83038e-04,3.33807e-04,2.42904e-04,1.63816e-04,1.03740e-04,7.04238e-05,5.05977e-05,3.28890e-05,2.05260e-05,1.38060e-05,9.80168e-06,6.31606e-06,3.87990e-06,2.57989e-06,1.81577e-06,1.18543e-06,7.14210e-07,4.71476e-07,3.30107e-07,2.13279e-07,1.28455e-07,8.42863e-08,5.89071e-08,3.70091e-08,2.24364e-08,1.47877e-08,1.03402e-08,6.55473e-09,3.96650e-09,2.60942e-09,1.82101e-09
1.52135e-03,1.12860e-03,7.71989e-04,4.88243e-04,3.29080e-04,2.33646e-04,1.52642e-04,9.33240e-05,6.17276e-05,4.35410e-05,2.77901e-05,1.71214e-05,1.14491e-05,8.11263e-06,5.23270e-06,3.22887e-06,2.15942e-06,1.52901e-06,1.00644e-06,6.12769e-07,4.08123e-07,2.87951e-07,1.87774e-07,1.14279e-07,7.56085e-08,5.32007e-08,3.37021e-08,2.06022e-08,1.36665e-08,9.60603e-09,6.12694e-09,3.73073e-09,2.46599e-09,1.72745e-09
1.52133e-03,1.12857e-03,7.71883e-04,4.88002e-04,3.28717e-04,2.33215e-04,1.52203e-04,9.29777e-05,6.15046e-05,4.34239e-05,2.77832e-05,1.71846e-05,1.15351e-05,8.20006e-06,5.30831e-06,3.28511e-06,2.20018e-06,1.55869e-06,1.02582e-06,6.23950e-07,4.15045e-07,2.92464e-07,1.90402e-07,1.15658e-07,7.64067e-08,5.36993e-08,3.39716e-08,2.07407e-08,1.37460e-08,9.65541e-09,6.15392e-09,3.74465e-09,2.47404e-09,1.73250e-09
1.53948e-03,1.14130e-03,7.80155e-04,4.92955e-04,3.31899e-04,2.35374e-04,1.53526e-04,9.37186e-05,6.19526e-05,4.37123e-05,2.79425e-05,1.72658e-05,1.15808e-05,8.22846e-06,5.32501e-06,3.29591e-06,2.20853e-06,1.56565e-06,1.03145e-06,6.28210e-07,4.18327e-07,2.95026e-07,1.92238e-07,1.16861e-07,7.72330e-08,5.42904e-08,3.43474e-08,2.09671e-08,1.38925e-08,9.75554e-09,6.21501e-09,3.77975e-09,2.49602e-09,1.74714e-09
1.57345e-03,1.16608e-03,7.96862e-04,5.03311e-04,3.38707e-04,2.40067e-04,1.56451e-04,9.53869e-05,6.29819e-05,4.43923e-05,2.83390e-05,1.74863e-05,1.17161e-05,8.31749e-06,5.37730e-06,3.32504e-06,2.22644e-06,1.57744e-06,1.03857e-06,6.32120e-07,4.20721e-07,2.96597e-07,1.93176e-07,1.17376e-07,7.75459e-08,5.44952e-08,3.44655e-08,2.10324e-08,1.39324e-08,9.78159e-09,6.23017e-09,3.78810e-09,2.50110e-09,1.75046e-09
1.52133e-03,1.12857e-03,7.71883e-04,4.88002e-04,3.28717e-04,2.33214e-04,1.52202e-04,9.29729e-05,6.14960e-05,4.34118e-05,2.77679e-05,1.71688e-05,1.15213e-05,8.18934e-06,5.30201e-06,3.28308e-06,2.20064e-06,1.56045e-06,1.02831e-06,6.26483e-07,4.17270e-07,2.94332e-07,1.91823e-07,1.16633e-07,7.70943e-08,5.41996e-08,3.42950e-08,2.09381e-08,1.38748e-08,9.74397e-09,6.20826e-09,3.77603e-09,2.49375e-09,1.74566e-09
1.78215e-03,1.40567e-03,1.02461e-03,6.86511e-04,4.79175e-04,3.47209e-04,2.29953e-04,1.40854e-04,9.24490e-05,6.44657e-05,4.03632e-05,2.42873e-05,1.59145e-05,1.10842e-05,6.99972e-06,4.22469e-06,2.77646e-06,1.93788e-06,1.25465e-06,7.49884e-07,4.92365e-07,3.43362e-07,2.20915e-07,1.32506e-07,8.66879e-08,6.04501e-08,3.78811e-08,2.29096e-08,1.50725e-08,1.05246e-08,6.66097e-09,4.02444e-09,2.64442e-09,1.84372e-09
1.58288e-03,1.25419e-03,9.22695e-04,6.26046e-04,4.41791e-04,3.23085e-04,2.16309e-04,1.34026e-04,8.87310e-05,6.22777e-05,3.92782e-05,2.37883e-05,1.56557e-05,1.09376e-05,6.92882e-06,4.19290e-06,2.76017e-06,1.92870e-06,1.25005e-06,7.47844e-07,4.91312e-07,3.42763e-07,2.20612e-07,1.32367e-07,8.66139e-08,6.04066e-08,3.78589e-08,2.28986e-08,1.50663e-08,1.05208e-08,6.65887e-09,4.02334e-09,2.64377e-09,1.84330e-09
1.51558e-03,1.10109e-03,7.35319e-04,4.54265e-04,3.01475e-04,2.11908e-04,1.37293e-04,8.35937e-05,5.53341e-05,3.91607e-05,2.51730e-05,1.56662e-05,1.05737e-05,7.55288e-06,4.91968e-06,3.06560e-06,2.06500e-06,1.47012e-06,9.73180e-07,5.95855e-07,3.98370e-07,2.81856e-07,1.84330e-07,1.12493e-07,7.45680e-08,5.25414e-08,3.33354e-08,2.04062e-08,1.35496e-08,9.53094e-09,6.08402e-09,3.70747e-09,2.45200e-09,1.71839e-09
1.44856e-03,1.08380e-03,7.56206e-04,4.94030e-04,3.43668e-04,2.50941e-04,1.69556e-04,1.07394e-04,7.28811e-05,5.23637e-05,3.40665e-05,2.13055e-05,1.43648e-05,1.02215e-05,6.60505e-06,4.06780e-06,2.70887e-06,1.90800e-06,1.24596e-06,7.50259e-07,4.94752e-07,3.45971e-07,2.23109e-07,1.34040e-07,8.77525e-08,6.12082e-08,3.83552e-08,2.31885e-08,1.52493e-08,1.06433e-08,6.73174e-09,4.06417e-09,2.66886e-09,1.85977e-09
1.51746e-03,1.12304e-03,7.64880e-04,4.80617e-04,3.22077e-04,2.27724e-04,1.48409e-04,9.10713e-05,6.08793e-05,4.35891e-05,2.85725e-05,1.82364e-05,1.25833e-05,9.15362e-06,6.08648e-06,3.86137e-06,2.62884e-06,1.88281e-06,1.25077e-06,7.65441e-07,5.09907e-07,3.58978e-07,2.32886e-07,1.40526e-07,9.21755e-08,6.43354e-08,4.03052e-08,2.43365e-08,1.59783e-08,1.11333e-08,7.02486e-09,4.22924e-09,2.77063e-09,1.92675e-09
1.52133e-03,1.12856e-03,7.71843e-04,4.87809e-04,3.28220e-04,2.32311e-04,1.50686e-04,9.08226e-05,5.90628e-05,4.09856e-05,2.56636e-05,1.56741e-05,1.05929e-05,7.70190e-06,5.25231e-06,3.52658e-06,2.55529e-06,1.94010e-06,1.38344e-06,9.15128e-07,6.44449e-07,4.72672e-07,3.19515e-07,1.99799e-07,1.33754e-07,9.44277e-08,5.95897e-08,3.59724e-08,2.34888e-08,1.62393e-08,1.01112e-08,5.97987e-09,3.85331e-09,2.63989e-09
1.52133e-03,1.12857e-03,7.71883e-04,4.88002e-04,3.28715e-04,2.33209e-04,1.52183e-04,9.29190e-05,6.13964e-05,4.32689e-05,2.75773e-05,1.69547e-05,1.13153e-05,8.00704e-06,5.16347e-06,3.19676e-06,2.15257e-06,1.53837e-06,1.02865e-06,6.41927e-07,4.38085e-07,3.16372e-07,2.12736e-07,1.34414e-07,9.18019e-08,6.63668e-08,4.35196e-08,2.75788e-08,1.88279e-08,1.35514e-08,8.89447e-09,5.57804e-09,3.77250e-09,2.69211e-09
1.52133e-03,1.12857e-03,7.71883e-04,4.88002e-04,3.28717e-04,2.33214e-04,1.52202e-04,9.29729e-05,6.14960e-05,4.34118e-05,2.77679e-05,1.71688e-05,1.15213e-05,8.18934e-06,5.30201e-06,3.28308e-06,2.20064e-06,1.56045e-06,1.02831e-06,6.26483e-07,4.17270e-07,2.94332e-07,1.91823e-07,1.16633e-07,7.70943e-08,5.41996e-08,3.42950e-08,2.09381e-08,1.38748e-08,9.74397e-09,6.20826e-09,3.77603e-09,2.49375e-09,1.74566e-09
1.35278e-03,9.93628e-04,6.77472e-04,4.31586e-04,2.94808e-04,2.12560e-04,1.42008e-04,8.93458e-05,6.06744e-05,4.38837e-05,2.91072e-05,1.88850e-05,1.32787e-05,9.84787e-06,6.72302e-06,4.38296e-06,3.04176e-06,2.20916e-06,1.48983e-06,9.29358e-07,6.31922e-07,4.55433e-07,3.06974e-07,1.96475e-07,1.36910e-07,1.01321e-07,6.90003e-08,4.58620e-08,3.26946e-08,2.44585e-08,1.68746e-08,1.11766e-08,7.90213e-09,5.85193e-09
1.67577e-03,1.22456e-03,8.27205e-04,5.20532e-04,3.51902e-04,2.51599e-04,1.66477e-04,1.03707e-04,6.99185e-05,5.03031e-05,3.31719e-05,2.14017e-05,1.49760e-05,1.10562e-05,7.49928e-06,4.85129e-06,3.34474e-06,2.41599e-06,1.61936e-06,1.00376e-06,6.79511e-07,4.88137e-07,3.27896e-07,2.09148e-07,1.45362e-07,1.07345e-07,7.28999e-08,4.83072e-08,3.43499e-08,2.56403e-08,1.76409e-08,1.16491e-08,8.21631e-09,6.07235e-09
1.04027e-03,7.61912e-04,5.21955e-04,3.36178e-04,2.32142e-04,1.68935e-04,1.14092e-04,7.25920e-05,4.96926e-05,3.61393e-05,2.41019e-05,1.57128e-05,1.10968e-05,8.26908e-06,5.68944e-06,3.74811e-06,2.62582e-06,1.92249e-06,1.30842e-06,8.23969e-07,5.63891e-07,4.08302e-07,2.76516e-07,1.77801e-07,1.24331e-07,9.22816e-08,6.30897e-08,4.21185e-08,3.01410e-08,2.26241e-08,1.56767e-08,1.04325e-08,7.40471e-09,5.50141e-09
1.36180e-03,9.99967e-04,6.81349e-04,4.33726e-04,2.96142e-04,2.13487e-04,1.42634e-04,8.97730e-05,6.09995e-05,4.41491e-05,2.93158e-05,1.90443e-05,1.34019e-05,9.94342e-06,6.78895e-06,4.42439e-06,3.06896e-06,2.22785e-06,1.50163e-06,9.36282e-07,6.36485e-07,4.58680e-07,3.09160e-07,1.97886e-07,1.37899e-07,1.02054e-07,6.94959e-08,4.61845e-08,3.29185e-08,2.46211e-08,1.69820e-08,1.12439e-08,7.94736e-09,5.88392e-09
1.35244e-03,9.92453e-04,6.75867e-04,4.30119e-04,2.93696e-04,2.11773e-04,1.41556e-04,8.91599e-05,6.06289e-05,4.39133e-05,2.91898e-05,1.89841e-05,1.33706e-05,9.92581e-06,6.78022e-06,4.41996e-06,3.06625e-06,2.22602e-06,1.50051e-06,9.35706e-07,6.36193e-07,4.58546e-07,3.09142e-07,1.97928e-07,1.37958e-07,1.02113e-07,6.95472e-08,4.62240e-08,3.29485e-08,2.46443e-08,1.69982e-08,1.12545e-08,7.95470e-09,5.88921e-09
1.35748e-03,9.99331e-04,6.83443e-04,4.36549e-04,2.98332e-04,2.14828e-04,1.43005e-04,8.93800e-05,6.02400e-05,4.32241e-05,2.83229e-05,1.81191e-05,1.26089e-05,9.28984e-06,6.31383e-06,4.11485e-06,2.86183e-06,2.08391e-06,1.40984e-06,8.81918e-07,6.00341e-07,4.32742e-07,2.91500e-07,1.86334e-07,1.29712e-07,9.59380e-08,6.53245e-08,4.34467e-08,3.10073e-08,2.32263e-08,1.60565e-08,1.06612e-08,7.55445e-09,5.60534e-09
1.35511e-03,9.97377e-04,6.82739e-04,4.37492e-04,3.00163e-04,2.16932e-04,1.44969e-04,9.08509e-05,6.12269e-05,4.38262e-05,2.85156e-05,1.80184e-05,1.23871e-05,9.03706e-06,6.08412e-06,3.94502e-06,2.74234e-06,1.99933e-06,1.35558e-06,8.49511e-07,5.78279e-07,4.16331e-07,2.79649e-07,1.77974e-07,1.23424e-07,9.10272e-08,6.18083e-08,4.10415e-08,2.92822e-08,2.19426e-08,1.51874e-08,1.01043e-08,7.17423e-09,5.33329e-09
1.35278e-03,9.93628e-04,6.77476e-04,4.31611e-04,2.94882e-04,2.12703e-04,1.42248e-04,8.96457e-05,6.09411e-05,4.40719e-05,2.91710e-05,1.88456e-05,1.32008e-05,9.76668e-06,6.66024e-06,4.34742e-06,3.02385e-06,2.20079e-06,1.48729e-06,9.28746e-07,6.31128e-07,4.54175e-07,3.05252e-07,1.94580e-07,1.35128e-07,9.97402e-08,6.77381e-08,4.49325e-08,3.20007e-08,2.39294e-08,1.65086e-08,1.09383e-08,7.73803e-09,5.73388e-09
1.35278e-03,9.93628e-04,6.77472e-04,4.31586e-04,2.94804e-04,2.12541e-04,1.41935e-04,8.91246e-05,6.02524e-05,4.32742e-05,2.83153e-05,1.80656e-05,1.25865e-05,9.33758e-06,6.47121e-06,4.36711e-06,3.14890e-06,2.36868e-06,1.66329e-06,1.07853e-06,7.48923e-07,5.44925e-07,3.67659e-07,2.32708e-07,1.59539e-07,1.16127e-07,7.73172e-08,5.02237e-08,3.52091e-08,2.60150e-08,1.77153e-08,1.16014e-08,8.14226e-09,5.99886e-09
1.35278e-03,9.93628e-04,6.77472e-04,4.31586e-04,2.94808e-04,2.12559e-04,1.41998e-04,8.93024e-05,6.05632e-05,4.36818e-05,2.87619e-05,1.84038e-05,1.27456e-05,9.32922e-06,6.29080e-06,4.09495e-06,2.87633e-06,2.13260e-06,1.49207e-06,9.84037e-07,7.03494e-07,5.29065e-07,3.74003e-07,2.50393e-07,1.79316e-07,1.34859e-07,9.29390e-08,6.19921e-08,4.40773e-08,3.28022e-08,2.24158e-08,1.46547e-08,1.02372e-08,7.49958e-09
1.55882e-03,1.13467e-03,7.66369e-04,4.83445e-04,3.27661e-04,2.34704e-04,1.55561e-04,9.70018e-05,6.53851e-05,4.69931e-05,3.09170e-05,1.98908e-05,1.38986e-05,1.02606e-05,6.97223e-06,4.52798e-06,3.13454e-06,2.27229e-06,1.52918e-06,9.51543e-07,6.45663e-07,4.64492e-07,3.12389e-07,1.99450e-07,1.38723e-07,1.02515e-07,6.97013e-08,4.62611e-08,3.29463e-08,2.46287e-08,1.69786e-08,1.12373e-08,7.94099e-09,5.87842e-09
1.39988e-03,1.02731e-03,6.99570e-04,4.44935e-04,3.03455e-04,2.18478e-04,1.45686e-04,9.14521e-05,6.19822e-05,4.47523e-05,2.96161e-05,1.91694e-05,1.34546e-05,9.96520e-06,6.79404e-06,4.42439e-06,3.06832e-06,2.22727e-06,1.50114e-06,9.35750e-07,6.35887e-07,4.58051e-07,3.08541e-07,1.97336e-07,1.37435e-07,1.01667e-07,6.92035e-08,4.59777e-08,3.27676e-08,2.45078e-08,1.69047e-08,1.11942e-08,7.91340e-09,5.85961e-09
1.81361e-03,1.36834e-03,9.52020e-04,6.12673e-04,4.18294e-04,2.99873e-04,1.97865e-04,1.22036e-04,8.12058e-05,5.76040e-05,3.71752e-05,2.33861e-05,1.60457e-05,1.16795e-05,7.81814e-06,5.01348e-06,3.44249e-06,2.48081e-06,1.65872e-06,1.02444e-06,6.90767e-07,4.94191e-07,3.30096e-07,2.09136e-07,1.44600e-07,1.06370e-07,7.19492e-08,4.75325e-08,3.37441e-08,2.51663e-08,1.73058e-08,1.14276e-08,8.06246e-09,5.96110e-09
1.25469e-03,1.06247e-03,8.73622e-04,6.95869e-04,5.69222e-04,4.73170e-04,3.69006e-04,2.68467e-04,1.99964e-04,1.52877e-04,1.05474e-04,6.86287e-05,4.70816e-05,3.37043e-05,2.17491e-05,1.32625e-05,8.71517e-06,6.04969e-06,3.86759e-06,2.26135e-06,1.45285e-06,9.93633e-07,6.25344e-07,3.68149e-07,2.39295e-07,1.67274e-07,1.06414e-07,6.63483e-08,4.52050e-08,3.27029e-08,2.17638e-08,1.39516e-08,9.64294e-09,7.02150e-09
1.24826e-03,9.19596e-04,6.41187e-04,4.28228e-04,3.07379e-04,2.31670e-04,1.63052e-04,1.08029e-04,7.58854e-05,5.60214e-05,3.77142e-05,2.45390e-05,1.71654e-05,1.26377e-05,8.53891e-06,5.50901e-06,3.79402e-06,2.73801e-06,1.83130e-06,1.12900e-06,7.58687e-07,5.40469e-07,3.58599e-07,2.25145e-07,1.54448e-07,1.12878e-07,7.57609e-08,4.96904e-08,3.50969e-08,2.60769e-08,1.78590e-08,1.17489e-08,8.26736e-09,6.10048e-09
1.32628e-03,9.63513e-04,6.48650e-04,4.10407e-04,2.81835e-04,2.06021e-04,1.41456e-04,9.27030e-05,6.52824e-05,4.85836e-05,3.32163e-05,2.20470e-05,1.56859e-05,1.17078e-05,8.03346e-06,5.25544e-06,3.65322e-06,2.65403e-06,1.78712e-06,1.10898e-06,7.48475e-07,5.34850e-07,3.55952e-07,2.24071e-07,1.53951e-07,1.12625e-07,7.56580e-08,4.96536e-08,3.50827e-08,2.60715e-08,1.78585e-08,1.17501e-08,8.26875e-09,6.10176e-09
1.35683e-03,1.00023e-03,6.86981e-04,4.42652e-04,3.05128e-04,2.21076e-04,1.47644e-04,9.18939e-05,6.13405e-05,4.35158e-05,2.80150e-05,1.75224e-05,1.19265e-05,8.59924e-06,5.67071e-06,3.57249e-06,2.42168e-06,1.73186e-06,1.15444e-06,7.18026e-07,4.91242e-07,3.57784e-07,2.45488e-07,1.60974e-07,1.14506e-07,8.61645e-08,5.98365e-08,4.04951e-08,2.92393e-08,2.20833e-08,1.53967e-08,1.02985e-08,7.33308e-09,5.46006e-09
1.35278e-03,9.93628e-04,6.77476e-04,4.31618e-04,2.94918e-04,2.12808e-04,1.42522e-04,9.02138e-05,6.17516e-05,4.50038e-05,3.00856e-05,1.95383e-05,1.36286e-05,9.97354e-06,6.64794e-06,4.20094e-06,2.83956e-06,2.01948e-06,1.33286e-06,8.16307e-07,5.50360e-07,3.95582e-07,2.67145e-07,1.72276e-07,1.21114e-07,9.03777e-08,6.22177e-08,4.18061e-08,3.00472e-08,2.26206e-08,1.57190e-08,1.04836e-08,7.45003e-09,5.53907e-09
1.35278e-03,9.93628e-04,6.77472e-04,4.31586e-04,2.94803e-04,2.12538e-04,1.41922e-04,8.90790e-05,6.01512e-05,4.31000e-05,2.80155e-05,1.76156e-05,1.20363e-05,8.74392e-06,5.89345e-06,3.89061e-06,2.79680e-06,2.12946e-06,1.54725e-06,1.07061e-06,7.95255e-07,6.16456e-07,4.50110e-07,3.10522e-07,2.26544e-07,1.72351e-07,1.19909e-07,8.03238e-08,5.70893e-08,4.23730e-08,2.87838e-08,1.86471e-08,1.29086e-08,9.37650e-09
1.35278e-03,9.93628e-04,6.77472e-04,4.31587e-04,2.94809e-04,2.12560e-04,1.42008e-04,8.93461e-05,6.06754e-05,4.38866e-05,2.91174e-05,1.89122e-05,1.33279e-05,9.91870e-06,6.81906e-06,4.49528e-06,3.15475e-06,2.31388e-06,1.57671e-06,9.90048e-07,6.71664e-07,4.79659e-07,3.16323e-07,1.94443e-07,1.29539e-07,9.16501e-08,5.84687e-08,3.60236e-08,2.40608e-08,1.70162e-08,1.09410e-08,6.72236e-09,4.47693e-09,3.15622e-09
